"","X","station","year","month","day","hour","date","rain","temp","rhum","msl","wdsp","wddir","RainLevel","WindLevel","WeatherLevel","DayWindLevel","Warning"
"186048",186048,"ROCHES POINT",2017,3,28,23,"2017-03-28 23:00:00","0,1","10,2",98,"1012,9",11,200,"Clear","Clear","Clear","Clear","None"
"186072",186072,"ROCHES POINT",2017,3,29,23,"2017-03-29 23:00:00","0,1","10,7",99,"1011",20,180,"Clear","Clear","Clear","Clear","None"
"186096",186096,"ROCHES POINT",2017,3,30,23,"2017-03-30 23:00:00","1,9","10,3",99,"1001,5",18,150,"Clear","Clear","Clear","Clear","None"
"186120",186120,"ROCHES POINT",2017,3,31,23,"2017-03-31 23:00:00","0","9,4",91,"1001,8",9,210,"Clear","Clear","Clear","Clear","None"
"186144",186144,"ROCHES POINT",2017,4,1,23,"2017-04-01 23:00:00","0","7,5",85,"1020,4",9,300,"Clear","Clear","Clear","Clear","None"
"186168",186168,"ROCHES POINT",2017,4,2,23,"2017-04-02 23:00:00","0","9,8",85,"1021,9",18,170,"Clear","Clear","Clear","Clear","None"
"186192",186192,"ROCHES POINT",2017,4,3,23,"2017-04-03 23:00:00","0","9,4",81,"1022,3",23,300,"Clear","Clear","Yellow","Yellow","Warning"
"186216",186216,"ROCHES POINT",2017,4,4,23,"2017-04-04 23:00:00","0","7,8",72,"1035,8",10,330,"Clear","Clear","Clear","Clear","None"
"186240",186240,"ROCHES POINT",2017,4,5,23,"2017-04-05 23:00:00","0","8,9",77,"1035,1",4,360,"Clear","Clear","Clear","Clear","None"
"186264",186264,"ROCHES POINT",2017,4,6,23,"2017-04-06 23:00:00","0","7,2",80,"1030,7",2,220,"Clear","Clear","Clear","Clear","None"
"186288",186288,"ROCHES POINT",2017,4,7,23,"2017-04-07 23:00:00","0","8,4",82,"1024,7",6,160,"Clear","Clear","Clear","Clear","None"
"186312",186312,"ROCHES POINT",2017,4,8,23,"2017-04-08 23:00:00","0","9,8",97,"1017",8,120,"Clear","Clear","Clear","Clear","None"
"186336",186336,"ROCHES POINT",2017,4,9,23,"2017-04-09 23:00:00","0","8,7",79,"1026,5",19,320,"Clear","Clear","Clear","Clear","None"
"186360",186360,"ROCHES POINT",2017,4,10,23,"2017-04-10 23:00:00","0","7,6",74,"1032,4",14,330,"Clear","Clear","Clear","Clear","None"
"186384",186384,"ROCHES POINT",2017,4,11,23,"2017-04-11 23:00:00","0","7,4",79,"1026,7",7,280,"Clear","Clear","Clear","Clear","None"
"186408",186408,"ROCHES POINT",2017,4,12,23,"2017-04-12 23:00:00","0","9,6",84,"1022,5",9,330,"Clear","Clear","Clear","Clear","None"
"186432",186432,"ROCHES POINT",2017,4,13,23,"2017-04-13 23:00:00","0","10,3",82,"1019,1",6,300,"Clear","Clear","Clear","Clear","None"
"186456",186456,"ROCHES POINT",2017,4,14,23,"2017-04-14 23:00:00","0","9,3",85,"1018,8",11,310,"Clear","Clear","Clear","Clear","None"
"186480",186480,"ROCHES POINT",2017,4,15,23,"2017-04-15 23:00:00","0","7,2",77,"1025,9",8,290,"Clear","Clear","Clear","Clear","None"
"186504",186504,"ROCHES POINT",2017,4,16,23,"2017-04-16 23:00:00","0","10",82,"1025,1",11,290,"Clear","Clear","Clear","Clear","None"
"186528",186528,"ROCHES POINT",2017,4,17,23,"2017-04-17 23:00:00","0","10,1",78,"1029,3",4,60,"Clear","Clear","Clear","Clear","None"
"186552",186552,"ROCHES POINT",2017,4,18,23,"2017-04-18 23:00:00","0","9,6",84,"1035",1,190,"Clear","Clear","Clear","Clear","None"
"186576",186576,"ROCHES POINT",2017,4,19,23,"2017-04-19 23:00:00","0","11,9",81,"1036,6",8,340,"Clear","Clear","Clear","Clear","None"
"186600",186600,"ROCHES POINT",2017,4,20,23,"2017-04-20 23:00:00","0","9,3",80,"1035,7",7,340,"Clear","Clear","Clear","Clear","None"
"186624",186624,"ROCHES POINT",2017,4,21,23,"2017-04-21 23:00:00","0","10,7",79,"1033,2",4,320,"Clear","Clear","Clear","Clear","None"
"186648",186648,"ROCHES POINT",2017,4,22,23,"2017-04-22 23:00:00","0","10,5",80,"1030",4,310,"Clear","Clear","Clear","Clear","None"
"186672",186672,"ROCHES POINT",2017,4,23,23,"2017-04-23 23:00:00","0","10,6",89,"1023,7",4,290,"Clear","Clear","Clear","Clear","None"
"186696",186696,"ROCHES POINT",2017,4,24,23,"2017-04-24 23:00:00","0","5,3",62,"1021,4",15,350,"Clear","Clear","Clear","Clear","None"
"186720",186720,"ROCHES POINT",2017,4,25,23,"2017-04-25 23:00:00","0","4,1",75,"1023,4",11,340,"Clear","Clear","Clear","Clear","None"
"186744",186744,"ROCHES POINT",2017,4,26,23,"2017-04-26 23:00:00","0","7",78,"1024,4",13,330,"Clear","Clear","Clear","Clear","None"
"186768",186768,"ROCHES POINT",2017,4,27,23,"2017-04-27 23:00:00","0","8,9",74,"1022,6",14,310,"Clear","Clear","Clear","Clear","None"
"186792",186792,"ROCHES POINT",2017,4,28,23,"2017-04-28 23:00:00","0","9,6",74,"1013,4",15,200,"Clear","Clear","Clear","Clear","None"
"186816",186816,"ROCHES POINT",2017,4,29,23,"2017-04-29 23:00:00","0","10,6",82,"995,8",22,120,"Clear","Clear","Yellow","Yellow","Warning"
"186840",186840,"ROCHES POINT",2017,4,30,23,"2017-04-30 23:00:00","0","8,3",89,"996,7",4,360,"Clear","Clear","Clear","Clear","None"
"186864",186864,"ROCHES POINT",2017,5,1,23,"2017-05-01 23:00:00","0","10",76,"1014,5",7,310,"Clear","Clear","Clear","Clear","None"
"186888",186888,"ROCHES POINT",2017,5,2,23,"2017-05-02 23:00:00","0","9,3",94,"1023,9",7,60,"Clear","Clear","Clear","Clear","None"
"186912",186912,"ROCHES POINT",2017,5,3,23,"2017-05-03 23:00:00","0","9,4",57,"1024,6",8,20,"Clear","Clear","Clear","Clear","None"
"186936",186936,"ROCHES POINT",2017,5,4,23,"2017-05-04 23:00:00","0","10,6",69,"1021,7",11,60,"Clear","Clear","Clear","Clear","None"
"186960",186960,"ROCHES POINT",2017,5,5,23,"2017-05-05 23:00:00","0","11,5",69,"1012,5",14,70,"Clear","Clear","Clear","Clear","None"
"186984",186984,"ROCHES POINT",2017,5,6,23,"2017-05-06 23:00:00","0","10,2",82,"1019,5",4,10,"Clear","Clear","Clear","Clear","None"
"187008",187008,"ROCHES POINT",2017,5,7,23,"2017-05-07 23:00:00","0","10,5",78,"1026,3",2,280,"Clear","Clear","Clear","Clear","None"
"187032",187032,"ROCHES POINT",2017,5,8,23,"2017-05-08 23:00:00","0","7,6",82,"1027,9",5,40,"Clear","Clear","Clear","Clear","None"
"187056",187056,"ROCHES POINT",2017,5,9,23,"2017-05-09 23:00:00","0","7,9",81,"1015,3",3,30,"Clear","Clear","Clear","Clear","None"
"187080",187080,"ROCHES POINT",2017,5,10,23,"2017-05-10 23:00:00","0","8,5",83,"1000,3",4,50,"Clear","Clear","Clear","Clear","None"
"187104",187104,"ROCHES POINT",2017,5,11,23,"2017-05-11 23:00:00","0","11,3",89,"992,9",2,20,"Clear","Clear","Clear","Clear","None"
"187128",187128,"ROCHES POINT",2017,5,12,23,"2017-05-12 23:00:00","0","11,8",73,"998,5",9,270,"Clear","Clear","Clear","Clear","None"
"187152",187152,"ROCHES POINT",2017,5,13,23,"2017-05-13 23:00:00","0","9,7",88,"1006,6",9,230,"Clear","Clear","Clear","Clear","None"
"187176",187176,"ROCHES POINT",2017,5,14,23,"2017-05-14 23:00:00","0,4","11,8",95,"1013",22,150,"Clear","Clear","Clear","Clear","None"
"187200",187200,"ROCHES POINT",2017,5,15,23,"2017-05-15 23:00:00","0","12,7",99,"1012,7",21,190,"Clear","Clear","Yellow","Yellow","Warning"
"187224",187224,"ROCHES POINT",2017,5,16,23,"2017-05-16 23:00:00","0","10",91,"1020,6",7,230,"Clear","Clear","Clear","Clear","None"
"187248",187248,"ROCHES POINT",2017,5,17,23,"2017-05-17 23:00:00","0","8,7",82,"1014,3",8,240,"Clear","Clear","Clear","Clear","None"
"187272",187272,"ROCHES POINT",2017,5,18,23,"2017-05-18 23:00:00","0","8,5",87,"1013,4",8,320,"Clear","Clear","Clear","Clear","None"
"187296",187296,"ROCHES POINT",2017,5,19,23,"2017-05-19 23:00:00","0","9,3",88,"1013,8",8,290,"Clear","Clear","Clear","Clear","None"
"187320",187320,"ROCHES POINT",2017,5,20,23,"2017-05-20 23:00:00","0,3","10,9",92,"1017,3",10,210,"Clear","Clear","Clear","Clear","None"
"187344",187344,"ROCHES POINT",2017,5,21,23,"2017-05-21 23:00:00","0","11,4",92,"1013,2",14,160,"Clear","Clear","Clear","Clear","None"
"187368",187368,"ROCHES POINT",2017,5,22,23,"2017-05-22 23:00:00","0","12,4",98,"1015,7",7,190,"Clear","Clear","Clear","Clear","None"
"187392",187392,"ROCHES POINT",2017,5,23,23,"2017-05-23 23:00:00","0","13,9",89,"1025,5",5,250,"Clear","Clear","Clear","Clear","None"
"187416",187416,"ROCHES POINT",2017,5,24,23,"2017-05-24 23:00:00","0","13,1",90,"1024,1",6,120,"Clear","Clear","Clear","Clear","None"
"187440",187440,"ROCHES POINT",2017,5,25,23,"2017-05-25 23:00:00","0","15,8",76,"1016,4",10,110,"Clear","Clear","Clear","Clear","None"
"187464",187464,"ROCHES POINT",2017,5,26,23,"2017-05-26 23:00:00","0","13,5",97,"1010,6",1,310,"Clear","Clear","Clear","Clear","None"
"187488",187488,"ROCHES POINT",2017,5,27,23,"2017-05-27 23:00:00","0","11,5",84,"1017,6",12,340,"Clear","Clear","Clear","Clear","None"
"187512",187512,"ROCHES POINT",2017,5,28,23,"2017-05-28 23:00:00","0","11,6",94,"1015,2",4,60,"Clear","Clear","Clear","Clear","None"
"187536",187536,"ROCHES POINT",2017,5,29,23,"2017-05-29 23:00:00","0","13,2",92,"1012,3",6,230,"Clear","Clear","Clear","Clear","None"
"187560",187560,"ROCHES POINT",2017,5,30,23,"2017-05-30 23:00:00","0","11,8",81,"1019,4",6,350,"Clear","Clear","Clear","Clear","None"
"187584",187584,"ROCHES POINT",2017,5,31,23,"2017-05-31 23:00:00","0","13,7",79,"1017,5",16,180,"Clear","Clear","Clear","Clear","None"
"187608",187608,"ROCHES POINT",2017,6,1,23,"2017-06-01 23:00:00","0","12,3",93,"1016,6",8,210,"Clear","Clear","Clear","Clear","None"
"187632",187632,"ROCHES POINT",2017,6,2,23,"2017-06-02 23:00:00","0","11,8",84,"1015,6",6,210,"Clear","Clear","Clear","Clear","None"
"187656",187656,"ROCHES POINT",2017,6,3,23,"2017-06-03 23:00:00","0","10,2",86,"1014,5",10,230,"Clear","Clear","Clear","Clear","None"
"187680",187680,"ROCHES POINT",2017,6,4,23,"2017-06-04 23:00:00","1,1","12,6",100,"1005,4",26,180,"Clear","Clear","Clear","Clear","None"
"187704",187704,"ROCHES POINT",2017,6,5,23,"2017-06-05 23:00:00","0","10,1",77,"999",22,300,"Clear","Clear","Clear","Clear","None"
"187728",187728,"ROCHES POINT",2017,6,6,23,"2017-06-06 23:00:00","0","10,4",79,"1011,2",14,290,"Clear","Clear","Clear","Clear","None"
"187752",187752,"ROCHES POINT",2017,6,7,23,"2017-06-07 23:00:00","0,2","12,4",100,"1005,7",10,200,"Clear","Clear","Clear","Clear","None"
"187776",187776,"ROCHES POINT",2017,6,8,23,"2017-06-08 23:00:00","0","11,2",91,"1002,2",7,220,"Clear","Clear","Clear","Clear","None"
"187800",187800,"ROCHES POINT",2017,6,9,23,"2017-06-09 23:00:00","5,9","12,4",100,"1004,7",23,160,"Clear","Clear","Clear","Clear","None"
"187824",187824,"ROCHES POINT",2017,6,10,23,"2017-06-10 23:00:00","0","13,3",89,"1008",23,200,"Clear","Clear","Clear","Clear","None"
"187848",187848,"ROCHES POINT",2017,6,11,23,"2017-06-11 23:00:00","0","12,2",80,"1014,2",14,240,"Clear","Clear","Yellow","Yellow","Warning"
"187872",187872,"ROCHES POINT",2017,6,12,23,"2017-06-12 23:00:00","0","12,2",93,"1018,7",10,220,"Clear","Clear","Clear","Clear","None"
"187896",187896,"ROCHES POINT",2017,6,13,23,"2017-06-13 23:00:00","0","12,2",95,"1017,2",8,160,"Clear","Clear","Clear","Clear","None"
"187920",187920,"ROCHES POINT",2017,6,14,23,"2017-06-14 23:00:00","0","13,3",95,"1010,7",13,220,"Clear","Clear","Clear","Clear","None"
"187944",187944,"ROCHES POINT",2017,6,15,23,"2017-06-15 23:00:00","0","12,4",89,"1020,8",9,240,"Clear","Clear","Clear","Clear","None"
"187968",187968,"ROCHES POINT",2017,6,16,23,"2017-06-16 23:00:00","0","13,3",92,"1027,6",7,210,"Clear","Clear","Clear","Clear","None"
"187992",187992,"ROCHES POINT",2017,6,17,23,"2017-06-17 23:00:00","0","13,1",91,"1026",5,200,"Clear","Clear","Clear","Clear","None"
"188016",188016,"ROCHES POINT",2017,6,18,23,"2017-06-18 23:00:00","0","15,1",73,"1021,6",2,320,"Clear","Clear","Clear","Clear","None"
"188040",188040,"ROCHES POINT",2017,6,19,23,"2017-06-19 23:00:00","0","17,2",78,"1019,4",5,90,"Clear","Clear","Clear","Clear","None"
"188064",188064,"ROCHES POINT",2017,6,20,23,"2017-06-20 23:00:00","0","16,8",75,"1015",11,90,"Clear","Clear","Clear","Clear","None"
"188088",188088,"ROCHES POINT",2017,6,21,23,"2017-06-21 23:00:00","0","15,8",78,"1011,4",13,330,"Clear","Clear","Clear","Clear","None"
"188112",188112,"ROCHES POINT",2017,6,22,23,"2017-06-22 23:00:00","0","14,2",85,"1015,2",13,230,"Clear","Clear","Clear","Clear","None"
"188136",188136,"ROCHES POINT",2017,6,23,23,"2017-06-23 23:00:00","0","13,8",93,"1015,1",7,230,"Clear","Clear","Clear","Clear","None"
"188160",188160,"ROCHES POINT",2017,6,24,23,"2017-06-24 23:00:00","0","13,5",88,"1013,7",10,240,"Clear","Clear","Clear","Clear","None"
"188184",188184,"ROCHES POINT",2017,6,25,23,"2017-06-25 23:00:00","0","12,9",72,"1015,5",8,340,"Clear","Clear","Clear","Clear","None"
"188208",188208,"ROCHES POINT",2017,6,26,23,"2017-06-26 23:00:00","1,6","14,4",98,"1007,6",14,170,"Clear","Clear","Clear","Clear","None"
"188232",188232,"ROCHES POINT",2017,6,27,23,"2017-06-27 23:00:00","0","13,2",84,"1001,6",10,300,"Clear","Clear","Clear","Clear","None"
"188256",188256,"ROCHES POINT",2017,6,28,23,"2017-06-28 23:00:00","1,4","12,7",94,"1000,7",10,340,"Clear","Clear","Clear","Clear","None"
"188280",188280,"ROCHES POINT",2017,6,29,23,"2017-06-29 23:00:00","0","12,3",74,"1007,7",25,330,"Clear","Clear","Clear","Clear","None"
"188304",188304,"ROCHES POINT",2017,6,30,23,"2017-06-30 23:00:00","0","11,6",77,"1019,4",16,310,"Clear","Clear","Yellow","Yellow","Warning"
"188328",188328,"ROCHES POINT",2017,7,1,23,"2017-07-01 23:00:00","0","12,8",80,"1022,4",15,320,"Clear","Clear","Clear","Clear","None"
"188352",188352,"ROCHES POINT",2017,7,2,23,"2017-07-02 23:00:00","0","14,5",95,"1020,9",7,230,"Clear","Clear","Clear","Clear","None"
"188376",188376,"ROCHES POINT",2017,7,3,23,"2017-07-03 23:00:00","0","14,9",93,"1019,9",12,220,"Clear","Clear","Clear","Clear","None"
"188400",188400,"ROCHES POINT",2017,7,4,23,"2017-07-04 23:00:00","0","14,8",94,"1020",3,220,"Clear","Clear","Clear","Clear","None"
"188424",188424,"ROCHES POINT",2017,7,5,23,"2017-07-05 23:00:00","0","14",96,"1017,8",4,190,"Clear","Clear","Clear","Clear","None"
"188448",188448,"ROCHES POINT",2017,7,6,23,"2017-07-06 23:00:00","0","16,3",81,"1017,4",4,280,"Clear","Clear","Clear","Clear","None"
"188472",188472,"ROCHES POINT",2017,7,7,23,"2017-07-07 23:00:00","0","14,9",85,"1019,8",7,360,"Clear","Clear","Clear","Clear","None"
"188496",188496,"ROCHES POINT",2017,7,8,23,"2017-07-08 23:00:00","0","14,9",97,"1016,8",3,310,"Clear","Clear","Clear","Clear","None"
"188520",188520,"ROCHES POINT",2017,7,9,23,"2017-07-09 23:00:00","0","14,4",84,"1012,4",12,320,"Clear","Clear","Clear","Clear","None"
"188544",188544,"ROCHES POINT",2017,7,10,23,"2017-07-10 23:00:00","0","13,5",88,"1009",6,240,"Clear","Clear","Clear","Clear","None"
"188568",188568,"ROCHES POINT",2017,7,11,23,"2017-07-11 23:00:00","0","14,2",79,"1010,5",9,20,"Clear","Clear","Clear","Clear","None"
"188592",188592,"ROCHES POINT",2017,7,12,23,"2017-07-12 23:00:00","0","13,2",86,"1021,5",4,200,"Clear","Clear","Clear","Clear","None"
"188616",188616,"ROCHES POINT",2017,7,13,23,"2017-07-13 23:00:00","0","13,9",76,"1022,6",11,280,"Clear","Clear","Clear","Clear","None"
"188640",188640,"ROCHES POINT",2017,7,14,23,"2017-07-14 23:00:00","0","15,2",92,"1021,3",13,240,"Clear","Clear","Clear","Clear","None"
"188664",188664,"ROCHES POINT",2017,7,15,23,"2017-07-15 23:00:00","0","16,2",96,"1021,5",13,230,"Clear","Clear","Clear","Clear","None"
"188688",188688,"ROCHES POINT",2017,7,16,23,"2017-07-16 23:00:00","0","13,4",74,"1026,7",10,340,"Clear","Clear","Clear","Clear","None"
"188712",188712,"ROCHES POINT",2017,7,17,23,"2017-07-17 23:00:00","0","13,8",80,"1020,4",7,80,"Clear","Clear","Clear","Clear","None"
"188736",188736,"ROCHES POINT",2017,7,18,23,"2017-07-18 23:00:00","0","17,7",87,"1005,9",9,110,"Clear","Clear","Clear","Clear","None"
"188760",188760,"ROCHES POINT",2017,7,19,23,"2017-07-19 23:00:00","0","11,8",78,"1008,8",11,280,"Clear","Clear","Clear","Clear","None"
"188784",188784,"ROCHES POINT",2017,7,20,23,"2017-07-20 23:00:00","3","12,7",93,"998,7",17,200,"Clear","Clear","Clear","Clear","None"
"188808",188808,"ROCHES POINT",2017,7,21,23,"2017-07-21 23:00:00","0","11,9",84,"998,3",13,230,"Clear","Clear","Clear","Clear","None"
"188832",188832,"ROCHES POINT",2017,7,22,23,"2017-07-22 23:00:00","0","14,1",80,"1011,5",13,320,"Clear","Clear","Clear","Clear","None"
"188856",188856,"ROCHES POINT",2017,7,23,23,"2017-07-23 23:00:00","0","15,3",85,"1018,8",12,320,"Clear","Clear","Clear","Clear","None"
"188880",188880,"ROCHES POINT",2017,7,24,23,"2017-07-24 23:00:00","0","16,2",75,"1020,9",10,340,"Clear","Clear","Clear","Clear","None"
"188904",188904,"ROCHES POINT",2017,7,25,23,"2017-07-25 23:00:00","0,3","15,3",97,"1008,9",6,200,"Clear","Clear","Clear","Clear","None"
"188928",188928,"ROCHES POINT",2017,7,26,23,"2017-07-26 23:00:00","0","12,7",81,"1006,2",12,250,"Clear","Clear","Clear","Clear","None"
"188952",188952,"ROCHES POINT",2017,7,27,23,"2017-07-27 23:00:00","0,2","12,5",87,"1004",15,240,"Clear","Clear","Clear","Clear","None"
"188976",188976,"ROCHES POINT",2017,7,28,23,"2017-07-28 23:00:00","0","13,3",86,"1006",12,240,"Clear","Clear","Clear","Clear","None"
"189000",189000,"ROCHES POINT",2017,7,29,23,"2017-07-29 23:00:00","0","12,5",86,"1004,2",8,240,"Clear","Clear","Clear","Clear","None"
"189024",189024,"ROCHES POINT",2017,7,30,23,"2017-07-30 23:00:00","0","12,8",88,"1005,8",14,230,"Clear","Clear","Clear","Clear","None"
"189048",189048,"ROCHES POINT",2017,7,31,23,"2017-07-31 23:00:00","0","12,9",89,"1010,3",9,240,"Clear","Clear","Clear","Clear","None"
"189072",189072,"ROCHES POINT",2017,8,1,23,"2017-08-01 23:00:00","0,1","14,4",92,"1008,2",11,140,"Clear","Clear","Clear","Clear","None"
"189096",189096,"ROCHES POINT",2017,8,2,23,"2017-08-02 23:00:00","0","14,4",89,"998,5",19,220,"Clear","Clear","Clear","Clear","None"
"189120",189120,"ROCHES POINT",2017,8,3,23,"2017-08-03 23:00:00","0","14,1",89,"1008",12,260,"Clear","Clear","Clear","Clear","None"
"189144",189144,"ROCHES POINT",2017,8,4,23,"2017-08-04 23:00:00","0","13,2",84,"1016,6",10,300,"Clear","Clear","Clear","Clear","None"
"189168",189168,"ROCHES POINT",2017,8,5,23,"2017-08-05 23:00:00","0","11,8",82,"1021,9",9,270,"Clear","Clear","Clear","Clear","None"
"189192",189192,"ROCHES POINT",2017,8,6,23,"2017-08-06 23:00:00","0","12,6",93,"1017,8",10,230,"Clear","Clear","Clear","Clear","None"
"189216",189216,"ROCHES POINT",2017,8,7,23,"2017-08-07 23:00:00","0","12,7",79,"1016,8",13,320,"Clear","Clear","Clear","Clear","None"
"189240",189240,"ROCHES POINT",2017,8,8,23,"2017-08-08 23:00:00","0","12,9",82,"1019,5",12,330,"Clear","Clear","Clear","Clear","None"
"189264",189264,"ROCHES POINT",2017,8,9,23,"2017-08-09 23:00:00","0","13,4",82,"1028,7",13,310,"Clear","Clear","Clear","Clear","None"
"189288",189288,"ROCHES POINT",2017,8,10,23,"2017-08-10 23:00:00","0","12,9",87,"1023,3",7,210,"Clear","Clear","Clear","Clear","None"
"189312",189312,"ROCHES POINT",2017,8,11,23,"2017-08-11 23:00:00","0","14,5",79,"1016,7",12,300,"Clear","Clear","Clear","Clear","None"
"189336",189336,"ROCHES POINT",2017,8,12,23,"2017-08-12 23:00:00","0","13,8",74,"1021,8",6,330,"Clear","Clear","Clear","Clear","None"
"189360",189360,"ROCHES POINT",2017,8,13,23,"2017-08-13 23:00:00","1,6","15",98,"1014,6",16,210,"Clear","Clear","Clear","Clear","None"
"189384",189384,"ROCHES POINT",2017,8,14,23,"2017-08-14 23:00:00","0","12,7",89,"1012,5",3,200,"Clear","Clear","Clear","Clear","None"
"189408",189408,"ROCHES POINT",2017,8,15,23,"2017-08-15 23:00:00","0","14,1",89,"1016,5",10,190,"Clear","Clear","Clear","Clear","None"
"189432",189432,"ROCHES POINT",2017,8,16,23,"2017-08-16 23:00:00","0","14,4",99,"1007,8",7,230,"Clear","Clear","Clear","Clear","None"
"189456",189456,"ROCHES POINT",2017,8,17,23,"2017-08-17 23:00:00","0","12,3",87,"1009,1",11,270,"Clear","Clear","Clear","Clear","None"
"189480",189480,"ROCHES POINT",2017,8,18,23,"2017-08-18 23:00:00","0","12,9",80,"1017",12,270,"Clear","Clear","Clear","Clear","None"
"189504",189504,"ROCHES POINT",2017,8,19,23,"2017-08-19 23:00:00","0","13",86,"1021,9",5,210,"Clear","Clear","Clear","Clear","None"
"189528",189528,"ROCHES POINT",2017,8,20,23,"2017-08-20 23:00:00","0","14,9",98,"1019,2",5,190,"Clear","Clear","Clear","Clear","None"
"189552",189552,"ROCHES POINT",2017,8,21,23,"2017-08-21 23:00:00","0","14,6",98,"1017,8",8,170,"Clear","Clear","Clear","Clear","None"
"189576",189576,"ROCHES POINT",2017,8,22,23,"2017-08-22 23:00:00","0","14",88,"1011,5",10,250,"Clear","Clear","Clear","Clear","None"
"189600",189600,"ROCHES POINT",2017,8,23,23,"2017-08-23 23:00:00","0","13,6",90,"1014,7",9,240,"Clear","Clear","Clear","Clear","None"
"189624",189624,"ROCHES POINT",2017,8,24,23,"2017-08-24 23:00:00","0","14,8",88,"1016,2",9,220,"Clear","Clear","Clear","Clear","None"
"189648",189648,"ROCHES POINT",2017,8,25,23,"2017-08-25 23:00:00","0","14,8",95,"1016,7",2,130,"Clear","Clear","Clear","Clear","None"
"189672",189672,"ROCHES POINT",2017,8,26,23,"2017-08-26 23:00:00","0","15,9",94,"1018",5,180,"Clear","Clear","Clear","Clear","None"
"189696",189696,"ROCHES POINT",2017,8,27,23,"2017-08-27 23:00:00","0,1","15,8",99,"1017,8",11,200,"Clear","Clear","Clear","Clear","None"
"189720",189720,"ROCHES POINT",2017,8,28,23,"2017-08-28 23:00:00","0","14,3",79,"1017,2",14,330,"Clear","Clear","Clear","Clear","None"
"189744",189744,"ROCHES POINT",2017,8,29,23,"2017-08-29 23:00:00","0","12,4",76,"1016,2",7,290,"Clear","Clear","Clear","Clear","None"
"189768",189768,"ROCHES POINT",2017,8,30,23,"2017-08-30 23:00:00","0","11,8",80,"1016,1",6,310,"Clear","Clear","Clear","Clear","None"
"189792",189792,"ROCHES POINT",2017,8,31,23,"2017-08-31 23:00:00","0","12,3",85,"1022,5",8,330,"Clear","Clear","Clear","Clear","None"
"189816",189816,"ROCHES POINT",2017,9,1,23,"2017-09-01 23:00:00","0","13,6",73,"1025,9",9,280,"Clear","Clear","Clear","Clear","None"
"189840",189840,"ROCHES POINT",2017,9,2,23,"2017-09-02 23:00:00","2,5","15,5",98,"1006,6",24,180,"Clear","Clear","Clear","Clear","None"
"189864",189864,"ROCHES POINT",2017,9,3,23,"2017-09-03 23:00:00","0","16,2",99,"1006,3",3,200,"Clear","Clear","Clear","Clear","None"
"189888",189888,"ROCHES POINT",2017,9,4,23,"2017-09-04 23:00:00","5,5","13,6",94,"1011",3,300,"Clear","Clear","Clear","Clear","None"
"189912",189912,"ROCHES POINT",2017,9,5,23,"2017-09-05 23:00:00","0","13,4",87,"1018,9",12,240,"Clear","Clear","Clear","Clear","None"
"189936",189936,"ROCHES POINT",2017,9,6,23,"2017-09-06 23:00:00","0","13,7",88,"1019,2",9,250,"Clear","Clear","Clear","Clear","None"
"189960",189960,"ROCHES POINT",2017,9,7,23,"2017-09-07 23:00:00","0","14,5",86,"1006,7",12,260,"Clear","Clear","Clear","Clear","None"
"189984",189984,"ROCHES POINT",2017,9,8,23,"2017-09-08 23:00:00","0","11,4",80,"1002,1",15,290,"Clear","Clear","Clear","Clear","None"
"190008",190008,"ROCHES POINT",2017,9,9,23,"2017-09-09 23:00:00","0","12,8",85,"1007",11,290,"Clear","Clear","Yellow","Yellow","Warning"
"190032",190032,"ROCHES POINT",2017,9,10,23,"2017-09-10 23:00:00","0","11,9",75,"992,2",22,260,"Clear","Clear","Clear","Clear","None"
"190056",190056,"ROCHES POINT",2017,9,11,23,"2017-09-11 23:00:00","0","11,3",83,"1006,9",14,290,"Clear","Clear","Clear","Clear","None"
"190080",190080,"ROCHES POINT",2017,9,12,23,"2017-09-12 23:00:00","0","12",80,"998,3",15,280,"Clear","Clear","Yellow","Yellow","Warning"
"190104",190104,"ROCHES POINT",2017,9,13,23,"2017-09-13 23:00:00","0","8,3",88,"1007,6",10,290,"Clear","Clear","Clear","Clear","None"
"190128",190128,"ROCHES POINT",2017,9,14,23,"2017-09-14 23:00:00","0","10,4",85,"1020,1",13,300,"Clear","Clear","Clear","Clear","None"
"190152",190152,"ROCHES POINT",2017,9,15,23,"2017-09-15 23:00:00","0","11,4",78,"1019,4",14,340,"Clear","Clear","Clear","Clear","None"
"190176",190176,"ROCHES POINT",2017,9,16,23,"2017-09-16 23:00:00","0,1","9,5",86,"1014,6",12,340,"Clear","Clear","Clear","Clear","None"
"190200",190200,"ROCHES POINT",2017,9,17,23,"2017-09-17 23:00:00","0","10,1",89,"1020,6",5,320,"Clear","Clear","Clear","Clear","None"
"190224",190224,"ROCHES POINT",2017,9,18,23,"2017-09-18 23:00:00","0","11,2",89,"1022,1",2,330,"Clear","Clear","Clear","Clear","None"
"190248",190248,"ROCHES POINT",2017,9,19,23,"2017-09-19 23:00:00","0","14",95,"1016,1",12,200,"Clear","Clear","Clear","Clear","None"
"190272",190272,"ROCHES POINT",2017,9,20,23,"2017-09-20 23:00:00","0,4","11,1",92,"1010,3",12,320,"Clear","Clear","Clear","Clear","None"
"190296",190296,"ROCHES POINT",2017,9,21,23,"2017-09-21 23:00:00","0","13,1",85,"1015,2",16,200,"Clear","Clear","Clear","Clear","None"
