"","X","station","year","month","day","hour","date","rain","temp","rhum","msl","wdsp","wddir","RainLevel","WindLevel","WeatherLevel","DayWindLevel","Warning"
"4440",4440,"ATHENRY",2017,7,4,23,"2017-07-04 23:00:00","0","12,6",91,"1020,1",8,320,"Clear","Clear","Clear","Clear","None"
"4464",4464,"ATHENRY",2017,7,5,23,"2017-07-05 23:00:00","0","14,1",93,"1017,2",1,210,"Clear","Clear","Clear","Clear","None"
"4488",4488,"ATHENRY",2017,7,6,23,"2017-07-06 23:00:00","0,1","14,6",96,"1015,8",7,210,"Clear","Clear","Clear","Clear","None"
"4512",4512,"ATHENRY",2017,7,7,23,"2017-07-07 23:00:00","0","12,4",82,"1020,4",3,290,"Clear","Clear","Clear","Clear","None"
"4536",4536,"ATHENRY",2017,7,8,23,"2017-07-08 23:00:00","0","14,2",91,"1016",4,230,"Clear","Clear","Clear","Clear","None"
"4560",4560,"ATHENRY",2017,7,9,23,"2017-07-09 23:00:00","0","12,9",92,"1011,2",4,260,"Clear","Clear","Clear","Clear","None"
"4584",4584,"ATHENRY",2017,7,10,23,"2017-07-10 23:00:00","1,4","12,9",95,"1007,8",4,250,"Clear","Clear","Clear","Clear","None"
"4608",4608,"ATHENRY",2017,7,11,23,"2017-07-11 23:00:00","0","12,5",88,"1012,3",5,330,"Clear","Clear","Clear","Clear","None"
"4632",4632,"ATHENRY",2017,7,12,23,"2017-07-12 23:00:00","0","10,9",90,"1020,7",1,180,"Clear","Clear","Clear","Clear","None"
"4656",4656,"ATHENRY",2017,7,13,23,"2017-07-13 23:00:00","0","12,7",79,"1021,2",5,260,"Clear","Clear","Clear","Clear","None"
"4680",4680,"ATHENRY",2017,7,14,23,"2017-07-14 23:00:00","1,5","15,1",97,"1018,2",8,210,"Clear","Clear","Clear","Clear","None"
"4704",4704,"ATHENRY",2017,7,15,23,"2017-07-15 23:00:00","0","14,7",95,"1019,7",4,260,"Clear","Clear","Clear","Clear","None"
"4728",4728,"ATHENRY",2017,7,16,23,"2017-07-16 23:00:00","0","10,8",89,"1026,9",3,250,"Clear","Clear","Clear","Clear","None"
"4752",4752,"ATHENRY",2017,7,17,23,"2017-07-17 23:00:00","0","14",90,"1020,3",2,80,"Clear","Clear","Clear","Clear","None"
"4776",4776,"ATHENRY",2017,7,18,23,"2017-07-18 23:00:00","0","19,2",76,"1005,3",8,110,"Clear","Clear","Clear","Clear","None"
"4800",4800,"ATHENRY",2017,7,19,23,"2017-07-19 23:00:00","0","10,3",82,"1006,9",5,260,"Clear","Clear","Clear","Clear","None"
"4824",4824,"ATHENRY",2017,7,20,23,"2017-07-20 23:00:00","0,6","10,1",90,"999,9",5,110,"Clear","Clear","Clear","Clear","None"
"4848",4848,"ATHENRY",2017,7,21,23,"2017-07-21 23:00:00","0,3","11,9",94,"998,4",9,50,"Yellow","Clear","Yellow","Clear","Warning"
"4872",4872,"ATHENRY",2017,7,22,23,"2017-07-22 23:00:00","0","11,8",91,"1010,9",3,280,"Clear","Clear","Clear","Clear","None"
"4896",4896,"ATHENRY",2017,7,23,23,"2017-07-23 23:00:00","0","13,5",88,"1019,2",9,320,"Clear","Clear","Clear","Clear","None"
"4920",4920,"ATHENRY",2017,7,24,23,"2017-07-24 23:00:00","0","13,1",90,"1021",3,310,"Clear","Clear","Clear","Clear","None"
"4944",4944,"ATHENRY",2017,7,25,23,"2017-07-25 23:00:00","2","16,9",97,"1005,7",5,190,"Clear","Clear","Clear","Clear","None"
"4968",4968,"ATHENRY",2017,7,26,23,"2017-07-26 23:00:00","0","13,4",78,"1002,9",8,250,"Clear","Clear","Clear","Clear","None"
"4992",4992,"ATHENRY",2017,7,27,23,"2017-07-27 23:00:00","1,1","12,3",92,"998,6",16,220,"Clear","Clear","Clear","Clear","None"
"5016",5016,"ATHENRY",2017,7,28,23,"2017-07-28 23:00:00","0,1","13,6",86,"1002,3",10,240,"Clear","Clear","Clear","Clear","None"
"5040",5040,"ATHENRY",2017,7,29,23,"2017-07-29 23:00:00","0,6","12,2",94,"1001,4",6,190,"Clear","Clear","Clear","Clear","None"
"5064",5064,"ATHENRY",2017,7,30,23,"2017-07-30 23:00:00","0,1","12,4",91,"1001,7",10,220,"Clear","Clear","Clear","Clear","None"
"5088",5088,"ATHENRY",2017,7,31,23,"2017-07-31 23:00:00","0","12,3",89,"1008,3",5,190,"Clear","Clear","Clear","Clear","None"
"5112",5112,"ATHENRY",2017,8,1,23,"2017-08-01 23:00:00","0","13,2",85,"1008",4,120,"Clear","Clear","Clear","Clear","None"
"5136",5136,"ATHENRY",2017,8,2,23,"2017-08-02 23:00:00","0,5","13,6",95,"994,9",6,180,"Clear","Clear","Clear","Clear","None"
"5160",5160,"ATHENRY",2017,8,3,23,"2017-08-03 23:00:00","0","12,5",89,"1007,2",6,300,"Clear","Clear","Clear","Clear","None"
"5184",5184,"ATHENRY",2017,8,4,23,"2017-08-04 23:00:00","0","10",94,"1015,5",3,290,"Clear","Clear","Clear","Clear","None"
"5208",5208,"ATHENRY",2017,8,5,23,"2017-08-05 23:00:00","0","10,5",91,"1019,5",4,180,"Clear","Clear","Clear","Clear","None"
"5232",5232,"ATHENRY",2017,8,6,23,"2017-08-06 23:00:00","0,4","11,4",93,"1015,4",6,240,"Clear","Clear","Clear","Clear","None"
"5256",5256,"ATHENRY",2017,8,7,23,"2017-08-07 23:00:00","0","11,2",92,"1016,7",2,280,"Clear","Clear","Clear","Clear","None"
"5280",5280,"ATHENRY",2017,8,8,23,"2017-08-08 23:00:00","0","9,7",91,"1021,4",6,320,"Clear","Clear","Clear","Clear","None"
"5304",5304,"ATHENRY",2017,8,9,23,"2017-08-09 23:00:00","0","9,4",91,"1029,5",5,310,"Clear","Clear","Clear","Clear","None"
"5328",5328,"ATHENRY",2017,8,10,23,"2017-08-10 23:00:00","0,1","13,5",89,"1020",8,200,"Clear","Clear","Clear","Clear","None"
"5352",5352,"ATHENRY",2017,8,11,23,"2017-08-11 23:00:00","0","13,4",82,"1015,3",7,250,"Clear","Clear","Clear","Clear","None"
"5376",5376,"ATHENRY",2017,8,12,23,"2017-08-12 23:00:00","0","8,3",91,"1021,6",3,310,"Clear","Clear","Clear","Clear","None"
"5400",5400,"ATHENRY",2017,8,13,23,"2017-08-13 23:00:00","1,3","12,6",96,"1012,4",5,110,"Clear","Clear","Clear","Clear","None"
"5424",5424,"ATHENRY",2017,8,14,23,"2017-08-14 23:00:00","0","12,8",90,"1010,7",4,250,"Clear","Clear","Clear","Clear","None"
"5448",5448,"ATHENRY",2017,8,15,23,"2017-08-15 23:00:00","0","11,7",89,"1014,7",2,150,"Clear","Clear","Clear","Clear","None"
"5472",5472,"ATHENRY",2017,8,16,23,"2017-08-16 23:00:00","0","12,4",94,"1006,2",4,170,"Clear","Clear","Clear","Clear","None"
"5496",5496,"ATHENRY",2017,8,17,23,"2017-08-17 23:00:00","0","12,5",84,"1005,8",7,250,"Clear","Clear","Clear","Clear","None"
"5520",5520,"ATHENRY",2017,8,18,23,"2017-08-18 23:00:00","0","12,2",85,"1014,2",7,250,"Clear","Clear","Clear","Clear","None"
"5544",5544,"ATHENRY",2017,8,19,23,"2017-08-19 23:00:00","0","9,3",94,"1020,9",2,160,"Clear","Clear","Clear","Clear","None"
"5568",5568,"ATHENRY",2017,8,20,23,"2017-08-20 23:00:00","0,1","16,3",98,"1017,6",3,190,"Clear","Clear","Clear","Clear","None"
"5592",5592,"ATHENRY",2017,8,21,23,"2017-08-21 23:00:00","0","17,4",91,"1015,8",5,140,"Clear","Clear","Clear","Clear","None"
"5616",5616,"ATHENRY",2017,8,22,23,"2017-08-22 23:00:00","0","11,9",96,"1009,8",4,190,"Clear","Clear","Clear","Clear","None"
"5640",5640,"ATHENRY",2017,8,23,23,"2017-08-23 23:00:00","0","12,4",94,"1012,3",5,190,"Clear","Clear","Clear","Clear","None"
"5664",5664,"ATHENRY",2017,8,24,23,"2017-08-24 23:00:00","0","13,7",95,"1013,8",8,190,"Clear","Clear","Clear","Clear","None"
"5688",5688,"ATHENRY",2017,8,25,23,"2017-08-25 23:00:00","0","11,6",95,"1016,3",4,240,"Clear","Clear","Clear","Clear","None"
"5712",5712,"ATHENRY",2017,8,26,23,"2017-08-26 23:00:00","0","14,7",90,"1017,4",1,150,"Clear","Clear","Clear","Clear","None"
"5736",5736,"ATHENRY",2017,8,27,23,"2017-08-27 23:00:00","0","14,7",89,"1015,3",6,170,"Clear","Clear","Clear","Clear","None"
"5760",5760,"ATHENRY",2017,8,28,23,"2017-08-28 23:00:00","0","12,3",85,"1017",3,280,"Clear","Clear","Clear","Clear","None"
"5784",5784,"ATHENRY",2017,8,29,23,"2017-08-29 23:00:00","0","11,5",83,"1014,6",3,250,"Clear","Clear","Clear","Clear","None"
"5808",5808,"ATHENRY",2017,8,30,23,"2017-08-30 23:00:00","0","11,1",89,"1014,8",2,270,"Clear","Clear","Clear","Clear","None"
"5832",5832,"ATHENRY",2017,8,31,23,"2017-08-31 23:00:00","0","8,1",92,"1023,2",4,350,"Clear","Clear","Clear","Clear","None"
"5856",5856,"ATHENRY",2017,9,1,23,"2017-09-01 23:00:00","0","7,2",96,"1025,2",1,250,"Clear","Clear","Clear","Clear","None"
"5880",5880,"ATHENRY",2017,9,2,23,"2017-09-02 23:00:00","5,3","13,5",96,"1005",6,120,"Clear","Clear","Clear","Clear","None"
"5904",5904,"ATHENRY",2017,9,3,23,"2017-09-03 23:00:00","0","16,3",96,"1005",4,220,"Clear","Clear","Clear","Clear","None"
"5928",5928,"ATHENRY",2017,9,4,23,"2017-09-04 23:00:00","0","13,5",90,"1009,2",4,190,"Clear","Clear","Clear","Clear","None"
"5952",5952,"ATHENRY",2017,9,5,23,"2017-09-05 23:00:00","0","12,6",80,"1016",6,260,"Clear","Clear","Clear","Clear","None"
"5976",5976,"ATHENRY",2017,9,6,23,"2017-09-06 23:00:00","0","13,6",94,"1016,7",7,220,"Clear","Clear","Clear","Clear","None"
"6000",6000,"ATHENRY",2017,9,7,23,"2017-09-07 23:00:00","0","13,6",90,"1003,5",8,250,"Clear","Clear","Clear","Clear","None"
"6024",6024,"ATHENRY",2017,9,8,23,"2017-09-08 23:00:00","0","10,7",81,"1000,2",5,260,"Clear","Clear","Clear","Clear","None"
"6048",6048,"ATHENRY",2017,9,9,23,"2017-09-09 23:00:00","0","11,8",92,"1004,8",4,200,"Clear","Clear","Clear","Clear","None"
"6072",6072,"ATHENRY",2017,9,10,23,"2017-09-10 23:00:00","1,4","12,2",93,"986,6",14,260,"Clear","Clear","Clear","Clear","None"
"6096",6096,"ATHENRY",2017,9,11,23,"2017-09-11 23:00:00","0","10,1",84,"1005,1",5,250,"Clear","Clear","Clear","Clear","None"
"6120",6120,"ATHENRY",2017,9,12,23,"2017-09-12 23:00:00","0","9,3",91,"996,6",6,270,"Clear","Clear","Clear","Clear","None"
"6144",6144,"ATHENRY",2017,9,13,23,"2017-09-13 23:00:00","0","8,2",89,"1006,7",5,270,"Clear","Clear","Clear","Clear","None"
"6168",6168,"ATHENRY",2017,9,14,23,"2017-09-14 23:00:00","0","9,6",91,"1020",6,290,"Clear","Clear","Clear","Clear","None"
"6192",6192,"ATHENRY",2017,9,15,23,"2017-09-15 23:00:00","0","10",90,"1020,6",7,300,"Clear","Clear","Clear","Clear","None"
"6216",6216,"ATHENRY",2017,9,16,23,"2017-09-16 23:00:00","0","8,7",94,"1015,7",5,350,"Clear","Clear","Clear","Clear","None"
"6240",6240,"ATHENRY",2017,9,17,23,"2017-09-17 23:00:00","0","6,1",91,"1021,1",1,350,"Clear","Clear","Clear","Clear","None"
"6264",6264,"ATHENRY",2017,9,18,23,"2017-09-18 23:00:00","0","11,1",92,"1020,8",3,180,"Clear","Clear","Clear","Clear","None"
"6288",6288,"ATHENRY",2017,9,19,23,"2017-09-19 23:00:00","0","14,8",85,"1012,8",7,150,"Clear","Clear","Clear","Clear","None"
"6312",6312,"ATHENRY",2017,9,20,23,"2017-09-20 23:00:00","0","9,3",94,"1010,6",4,300,"Clear","Clear","Clear","Clear","None"
"6336",6336,"ATHENRY",2017,9,21,23,"2017-09-21 23:00:00","0","8,8",87,"1012,4",4,170,"Clear","Clear","Clear","Clear","None"
"6360",6360,"ATHENRY",2017,9,22,23,"2017-09-22 23:00:00","0","10,6",86,"1012,4",5,100,"Clear","Clear","Clear","Clear","None"
"6384",6384,"ATHENRY",2017,9,23,23,"2017-09-23 23:00:00","0,4","13,8",94,"1010,1",7,190,"Clear","Clear","Clear","Clear","None"
"6408",6408,"ATHENRY",2017,9,24,23,"2017-09-24 23:00:00","0","8",98,"1019,6",1,140,"Clear","Clear","Clear","Clear","None"
"6432",6432,"ATHENRY",2017,9,25,23,"2017-09-25 23:00:00","0","12,3",85,"1019,5",6,150,"Clear","Clear","Clear","Clear","None"
"6456",6456,"ATHENRY",2017,9,26,23,"2017-09-26 23:00:00","0","15,1",77,"1012,2",11,130,"Clear","Clear","Clear","Clear","None"
"6480",6480,"ATHENRY",2017,9,27,23,"2017-09-27 23:00:00","0","8,2",96,"1012,7",2,140,"Clear","Clear","Clear","Clear","None"
"6504",6504,"ATHENRY",2017,9,28,23,"2017-09-28 23:00:00","0","12,3",86,"1005,2",9,180,"Clear","Clear","Clear","Clear","None"
"6528",6528,"ATHENRY",2017,9,29,23,"2017-09-29 23:00:00","1,5","8,6",89,"1010,1",6,180,"Clear","Clear","Clear","Clear","None"
"6552",6552,"ATHENRY",2017,9,30,23,"2017-09-30 23:00:00","0","10,4",90,"1007,9",3,110,"Clear","Clear","Clear","Clear","None"
"6576",6576,"ATHENRY",2017,10,1,23,"2017-10-01 23:00:00","0","12,6",80,"1006",17,250,"Clear","Clear","Clear","Clear","None"
"6600",6600,"ATHENRY",2017,10,2,23,"2017-10-02 23:00:00","0","9,2",78,"1021,9",6,280,"Clear","Clear","Clear","Clear","None"
"6624",6624,"ATHENRY",2017,10,3,23,"2017-10-03 23:00:00","0","12,1",69,"1024,1",10,250,"Clear","Clear","Clear","Clear","None"
"6648",6648,"ATHENRY",2017,10,4,23,"2017-10-04 23:00:00","0,7","14,4",97,"1011,9",14,240,"Clear","Clear","Clear","Clear","None"
"6672",6672,"ATHENRY",2017,10,5,23,"2017-10-05 23:00:00","0","3,9",94,"1029,2",3,360,"Clear","Clear","Clear","Clear","None"
"6696",6696,"ATHENRY",2017,10,6,23,"2017-10-06 23:00:00","0,1","13,8",97,"1019,6",12,230,"Clear","Clear","Clear","Clear","None"
"6720",6720,"ATHENRY",2017,10,7,23,"2017-10-07 23:00:00","0","10,8",94,"1020,1",2,220,"Clear","Clear","Clear","Clear","None"
"6744",6744,"ATHENRY",2017,10,8,23,"2017-10-08 23:00:00","0","8,7",96,"1020,6",3,200,"Clear","Clear","Clear","Clear","None"
"6768",6768,"ATHENRY",2017,10,9,23,"2017-10-09 23:00:00","0","13,7",94,"1011,3",11,230,"Clear","Clear","Clear","Clear","None"
"6792",6792,"ATHENRY",2017,10,10,23,"2017-10-10 23:00:00","0,3","13,2",88,"1002,6",15,210,"Clear","Clear","Clear","Clear","None"
"6816",6816,"ATHENRY",2017,10,11,23,"2017-10-11 23:00:00","0","10,4",76,"1011,9",6,260,"Clear","Clear","Clear","Clear","None"
"6840",6840,"ATHENRY",2017,10,12,23,"2017-10-12 23:00:00","0,3","16",95,"1007,5",13,190,"Clear","Clear","Clear","Clear","None"
"6864",6864,"ATHENRY",2017,10,13,23,"2017-10-13 23:00:00","0","12,8",96,"1015,3",5,200,"Clear","Clear","Clear","Clear","None"
"6888",6888,"ATHENRY",2017,10,14,23,"2017-10-14 23:00:00","0","15,3",80,"1010,2",12,150,"Clear","Clear","Clear","Clear","None"
"6912",6912,"ATHENRY",2017,10,15,23,"2017-10-15 23:00:00","0,3","10",94,"1011",8,10,"Clear","Clear","Clear","Clear","None"
"6936",6936,"ATHENRY",2017,10,16,23,"2017-10-16 23:00:00","0,1","10,2",85,"1006",16,250,"Clear","Clear","Yellow","Yellow","Warning"
"6960",6960,"ATHENRY",2017,10,17,23,"2017-10-17 23:00:00","0","4",95,"1014,8",4,70,"Clear","Clear","Clear","Clear","None"
"6984",6984,"ATHENRY",2017,10,18,23,"2017-10-18 23:00:00","0","12,1",85,"999,8",8,150,"Clear","Clear","Clear","Clear","None"
"7008",7008,"ATHENRY",2017,10,19,23,"2017-10-19 23:00:00","0","7,8",85,"999,9",9,300,"Clear","Clear","Clear","Clear","None"
"7032",7032,"ATHENRY",2017,10,20,23,"2017-10-20 23:00:00","0","12",79,"982,8",15,140,"Clear","Clear","Clear","Clear","None"
"7056",7056,"ATHENRY",2017,10,21,23,"2017-10-21 23:00:00","0","8,3",76,"1009,4",14,270,"Clear","Clear","Clear","Clear","None"
"7080",7080,"ATHENRY",2017,10,22,23,"2017-10-22 23:00:00","0","12,3",89,"1009,5",7,170,"Clear","Clear","Clear","Clear","None"
"7104",7104,"ATHENRY",2017,10,23,23,"2017-10-23 23:00:00","0,1","10,4",90,"1010,6",4,160,"Clear","Clear","Clear","Clear","None"
"7128",7128,"ATHENRY",2017,10,24,23,"2017-10-24 23:00:00","0","11",89,"1011,4",8,220,"Clear","Clear","Clear","Clear","None"
"7152",7152,"ATHENRY",2017,10,25,23,"2017-10-25 23:00:00","0","10,8",96,"1021,1",2,140,"Clear","Clear","Clear","Clear","None"
"7176",7176,"ATHENRY",2017,10,26,23,"2017-10-26 23:00:00","0","8,2",90,"1031,6",3,20,"Clear","Clear","Clear","Clear","None"
"7200",7200,"ATHENRY",2017,10,27,23,"2017-10-27 23:00:00","0","11,5",94,"1034,9",4,220,"Clear","Clear","Clear","Clear","None"
"7224",7224,"ATHENRY",2017,10,28,23,"2017-10-28 23:00:00","0","13,4",94,"1026,6",9,270,"Clear","Clear","Clear","Clear","None"
"7248",7248,"ATHENRY",2017,10,29,23,"2017-10-29 23:00:00","0","4,8",96,"1031,3",3,70,"Clear","Clear","Clear","Clear","None"
"7272",7272,"ATHENRY",2017,10,30,23,"2017-10-30 23:00:00","0","12,1",90,"1025,2",6,210,"Clear","Clear","Clear","Clear","None"
"7296",7296,"ATHENRY",2017,10,31,23,"2017-10-31 23:00:00","0","10",91,"1018",7,190,"Clear","Clear","Clear","Clear","None"
"7320",7320,"ATHENRY",2017,11,1,23,"2017-11-01 23:00:00","0,3","10,6",97,"1017,1",2,270,"Clear","Clear","Clear","Clear","None"
"7344",7344,"ATHENRY",2017,11,2,23,"2017-11-02 23:00:00","0","8,6",91,"1015,7",2,170,"Clear","Clear","Clear","Clear","None"
"7368",7368,"ATHENRY",2017,11,3,23,"2017-11-03 23:00:00","0","8,6",94,"1006,3",3,210,"Clear","Clear","Clear","Clear","None"
"7392",7392,"ATHENRY",2017,11,4,23,"2017-11-04 23:00:00","0","4,7",85,"1011,4",6,260,"Clear","Clear","Clear","Clear","None"
"7416",7416,"ATHENRY",2017,11,5,23,"2017-11-05 23:00:00","0","5,8",87,"1023,5",3,160,"Clear","Clear","Clear","Clear","None"
"7440",7440,"ATHENRY",2017,11,6,23,"2017-11-06 23:00:00","2,5","7,7",93,"1007,8",13,310,"Clear","Clear","Clear","Clear","None"
"7464",7464,"ATHENRY",2017,11,7,23,"2017-11-07 23:00:00","0","-0,4",96,"1021,9",2,230,"Clear","Clear","Clear","Clear","None"
"7488",7488,"ATHENRY",2017,11,8,23,"2017-11-08 23:00:00","0","11,9",90,"1023,2",8,240,"Clear","Clear","Clear","Clear","None"
"7512",7512,"ATHENRY",2017,11,9,23,"2017-11-09 23:00:00","0,2","11,9",94,"1021,3",13,260,"Clear","Clear","Clear","Clear","None"
"7536",7536,"ATHENRY",2017,11,10,23,"2017-11-10 23:00:00","1,5","11,7",96,"1013,7",14,240,"Clear","Clear","Clear","Clear","None"
"7560",7560,"ATHENRY",2017,11,11,23,"2017-11-11 23:00:00","0","4,7",97,"1015,2",4,320,"Clear","Clear","Clear","Clear","None"
"7584",7584,"ATHENRY",2017,11,12,23,"2017-11-12 23:00:00","0","1,6",94,"1030,1",4,300,"Clear","Clear","Clear","Clear","None"
"7608",7608,"ATHENRY",2017,11,13,23,"2017-11-13 23:00:00","0","11,4",96,"1020,6",11,220,"Clear","Clear","Clear","Clear","None"
"7632",7632,"ATHENRY",2017,11,14,23,"2017-11-14 23:00:00","0","7,7",97,"1023,6",2,250,"Clear","Clear","Clear","Clear","None"
"7656",7656,"ATHENRY",2017,11,15,23,"2017-11-15 23:00:00","0","8,6",95,"1017,2",9,190,"Clear","Clear","Clear","Clear","None"
"7680",7680,"ATHENRY",2017,11,16,23,"2017-11-16 23:00:00","0","0,8",93,"1030,4",1,110,"Clear","Clear","Clear","Clear","None"
"7704",7704,"ATHENRY",2017,11,17,23,"2017-11-17 23:00:00","0,2","6,7",97,"1025,7",2,170,"Clear","Clear","Clear","Clear","None"
"7728",7728,"ATHENRY",2017,11,18,23,"2017-11-18 23:00:00","0","6,7",97,"1024,5",1,270,"Clear","Clear","Clear","Clear","None"
"7752",7752,"ATHENRY",2017,11,19,23,"2017-11-19 23:00:00","0,2","10,6",96,"1012,2",12,190,"Clear","Clear","Clear","Clear","None"
"7776",7776,"ATHENRY",2017,11,20,23,"2017-11-20 23:00:00","0,1","13",96,"1008,7",12,220,"Clear","Clear","Clear","Clear","None"
"7800",7800,"ATHENRY",2017,11,21,23,"2017-11-21 23:00:00","0","11",88,"996,8",6,200,"Clear","Clear","Clear","Clear","None"
"7824",7824,"ATHENRY",2017,11,22,23,"2017-11-22 23:00:00","0,1","2,3",93,"983,4",5,220,"Clear","Clear","Clear","Clear","None"
"7848",7848,"ATHENRY",2017,11,23,23,"2017-11-23 23:00:00","0","-1,5",94,"1006,8",2,290,"Clear","Clear","Clear","Clear","None"
"7872",7872,"ATHENRY",2017,11,24,23,"2017-11-24 23:00:00","0","0,5",93,"1016,3",5,260,"Clear","Clear","Clear","Clear","None"
"7896",7896,"ATHENRY",2017,11,25,23,"2017-11-25 23:00:00","0","2,8",87,"1026,2",5,230,"Clear","Clear","Clear","Clear","None"
"7920",7920,"ATHENRY",2017,11,26,23,"2017-11-26 23:00:00","0,1","8,7",91,"1017,1",9,240,"Clear","Clear","Clear","Clear","None"
"7944",7944,"ATHENRY",2017,11,27,23,"2017-11-27 23:00:00","0","5,1",86,"1016",6,270,"Clear","Clear","Clear","Clear","None"
"7968",7968,"ATHENRY",2017,11,28,23,"2017-11-28 23:00:00","0","0,9",93,"1020,1",6,320,"Clear","Clear","Clear","Clear","None"
"7992",7992,"ATHENRY",2017,11,29,23,"2017-11-29 23:00:00","0","2,1",92,"1023,3",5,300,"Clear","Clear","Clear","Clear","None"
"8016",8016,"ATHENRY",2017,11,30,23,"2017-11-30 23:00:00","0","1,7",97,"1026,8",5,330,"Clear","Clear","Clear","Clear","None"
"8040",8040,"ATHENRY",2017,12,1,23,"2017-12-01 23:00:00","0","1",95,"1032,8",2,220,"Clear","Clear","Clear","Clear","None"
"8064",8064,"ATHENRY",2017,12,2,23,"2017-12-02 23:00:00","0,1","6,6",96,"1031,6",3,260,"Clear","Clear","Clear","Clear","None"
"8088",8088,"ATHENRY",2017,12,3,23,"2017-12-03 23:00:00","0","0,9",98,"1034,8",1,170,"Clear","Clear","Clear","Clear","None"
"8112",8112,"ATHENRY",2017,12,4,23,"2017-12-04 23:00:00","0","5,7",97,"1035,9",4,190,"Clear","Clear","Clear","Clear","None"
"8136",8136,"ATHENRY",2017,12,5,23,"2017-12-05 23:00:00","0","8,8",89,"1025,8",8,170,"Clear","Clear","Clear","Clear","None"
"8160",8160,"ATHENRY",2017,12,6,23,"2017-12-06 23:00:00","0","12,7",94,"1000,3",13,200,"Clear","Clear","Clear","Clear","None"
"8184",8184,"ATHENRY",2017,12,7,23,"2017-12-07 23:00:00","0,4","1,5",83,"1019,4",13,280,"Clear","Clear","Clear","Clear","None"
"8208",8208,"ATHENRY",2017,12,8,23,"2017-12-08 23:00:00","0","1,2",85,"1024,9",4,260,"Clear","Clear","Clear","Clear","None"
"8232",8232,"ATHENRY",2017,12,9,23,"2017-12-09 23:00:00","0","2,9",81,"994,8",10,90,"Clear","Clear","Clear","Clear","None"
"8256",8256,"ATHENRY",2017,12,10,23,"2017-12-10 23:00:00","0","-2,7",87,"987,5",6,320,"Clear","Clear","Clear","Clear","None"
"8280",8280,"ATHENRY",2017,12,11,23,"2017-12-11 23:00:00","0","0",93,"1005,3",4,290,"Clear","Clear","Clear","Clear","None"
"8304",8304,"ATHENRY",2017,12,12,23,"2017-12-12 23:00:00","0","6,5",87,"1001,9",6,250,"Clear","Clear","Clear","Clear","None"
"8328",8328,"ATHENRY",2017,12,13,23,"2017-12-13 23:00:00","0,1","3,7",84,"993",9,270,"Clear","Clear","Clear","Clear","None"
"8352",8352,"ATHENRY",2017,12,14,23,"2017-12-14 23:00:00","0,1","4,4",86,"998,3",9,300,"Clear","Clear","Clear","Clear","None"
"8376",8376,"ATHENRY",2017,12,15,23,"2017-12-15 23:00:00","0,1","-1,5",94,"1020",1,270,"Clear","Clear","Clear","Clear","None"
"8400",8400,"ATHENRY",2017,12,16,23,"2017-12-16 23:00:00","0","7,3",96,"1021,9",6,190,"Clear","Clear","Clear","Clear","None"
"8424",8424,"ATHENRY",2017,12,17,23,"2017-12-17 23:00:00","0","1,6",96,"1025,7",1,170,"Clear","Clear","Clear","Clear","None"
"8448",8448,"ATHENRY",2017,12,18,23,"2017-12-18 23:00:00","0","8,8",96,"1029,7",7,180,"Clear","Clear","Clear","Clear","None"
"8472",8472,"ATHENRY",2017,12,19,23,"2017-12-19 23:00:00","0","11,7",93,"1029,4",8,190,"Clear","Clear","Clear","Clear","None"
"8496",8496,"ATHENRY",2017,12,20,23,"2017-12-20 23:00:00","0,1","11,4",98,"1032,3",9,210,"Clear","Clear","Clear","Clear","None"
"8520",8520,"ATHENRY",2017,12,21,23,"2017-12-21 23:00:00","1,1","11,2",98,"1030,3",7,220,"Clear","Clear","Clear","Clear","None"
"8544",8544,"ATHENRY",2017,12,22,23,"2017-12-22 23:00:00","0","9,5",98,"1036,6",8,220,"Clear","Clear","Clear","Clear","None"
"8568",8568,"ATHENRY",2017,12,23,23,"2017-12-23 23:00:00","0","11,6",90,"1025,4",7,200,"Clear","Clear","Clear","Clear","None"
"8592",8592,"ATHENRY",2017,12,24,23,"2017-12-24 23:00:00","0,6","10,9",94,"1004,9",11,210,"Yellow","Clear","Yellow","Clear","Warning"
"8616",8616,"ATHENRY",2017,12,25,23,"2017-12-25 23:00:00","0,1","3,8",83,"996,5",8,260,"Clear","Clear","Clear","Clear","None"
"8640",8640,"ATHENRY",2017,12,26,23,"2017-12-26 23:00:00","0","0,6",89,"995,5",7,300,"Clear","Clear","Clear","Clear","None"
"8664",8664,"ATHENRY",2017,12,27,23,"2017-12-27 23:00:00","0","-0,8",87,"1005,6",5,270,"Clear","Clear","Clear","Clear","None"
